5=0.39196197061365595,6=0.15773552290406204,7=0.09709017574186098,12=0.06741573033707857,1=0.03831748775568995,9=0.03716508210890229,0=0.037021031403053836,11=0.032843560933448535,10=0.03010659752232782,2=0.029674445404782448,8=0.027081532699510188,4=0.02679343128781327,3=0.026793431287813266,
9=0.14758578803522615,12=0.13300941390829035,6=0.10901913149104155,0=0.07622228970543578,1=0.06984512602490128,7=0.06954145156392348,11=0.06832675372001214,10=0.055268751897965374,8=0.05435772851503187,3=0.054357728515031865,5=0.054357728515031865,2=0.05405405405405404,4=0.05405405405405404,
9=0.13665350744002433,12=0.13422411175220167,6=0.11023382933495289,0=0.07956270877619188,11=0.07409656847859093,1=0.07197084725174611,7=0.064986334649256,10=0.05587610081992105,5=0.055268751897965374,8=0.05466140297600971,3=0.054357728515031886,2=0.05405405405405404,4=0.05405405405405404,
9=0.13726085636197996,12=0.13483146067415733,6=0.10962648041299725,0=0.08259945338597019,1=0.07136349832979051,11=0.07014880048587915,7=0.06771940479805652,3=0.05466140297600971,5=0.05466140297600971,10=0.05466140297600971,4=0.054357728515031886,2=0.05405405405405404,8=0.05405405405405404,
4=0.21538461538461506,3=0.18789974070872925,12=0.13863439930855648,0=0.07726879861711312,9=0.06620570440795154,8=0.05825410544511661,1=0.050129645635263564,11=0.04200518582541048,7=0.039930855661192685,6=0.031287813310285156,10=0.031114952463267006,2=0.031114952463267,5=0.0307692307692307,
0=0.13001605136436584,12=0.12166934189406083,9=0.10304975922953438,1=0.09213483146067405,11=0.07800963081861946,7=0.0725521669341893,8=0.05874799357945414,3=0.05746388443017645,6=0.05746388443017645,10=0.05746388443017645,2=0.05714285714285703,4=0.05714285714285703,5=0.05714285714285703,
4=0.23498643936458763,3=0.21135218907400236,12=0.07574583494769468,0=0.07245253777605581,9=0.06954668733049212,1=0.054436265013560636,8=0.054048818287485464,11=0.0449438202247191,7=0.0428128632313057,5=0.03525765207283995,6=0.034870205346764785,10=0.03487020534676478,2=0.0346764819837272,
0=0.14436499829758262,9=0.11406196799455229,1=0.08988764044943813,11=0.08205652025876739,7=0.07592781750085115,12=0.0691181477698331,6=0.060946544092611465,2=0.06060606060606056,3=0.06060606060606056,4=0.06060606060606056,5=0.06060606060606056,8=0.06060606060606056,10=0.06060606060606056,
0=0.13993871297242091,9=0.11031664964249233,1=0.10078311201906706,11=0.07831120190670747,7=0.07524685052774936,12=0.07013959822948582,3=0.061287027579162365,4=0.060946544092611465,2=0.06060606060606056,5=0.06060606060606056,6=0.06060606060606056,8=0.06060606060606056,10=0.06060606060606056,
3=0.25930821766908985,4=0.14474553866490403,0=0.09120951751487104,9=0.07556730557391488,8=0.06433135051773511,1=0.06124697069839165,11=0.053315708305794136,7=0.04935007710949542,12=0.04362194315928613,2=0.03943599911874858,6=0.03943599911874858,5=0.03921568627450976,10=0.03921568627450976,
0=0.1317671092951992,9=0.12121212121212124,1=0.10316649642492338,11=0.07831120190670747,7=0.07320394960844394,12=0.0680966973101804,2=0.06060606060606056,3=0.06060606060606056,4=0.06060606060606056,5=0.06060606060606056,6=0.06060606060606056,8=0.06060606060606056,10=0.06060606060606056,
0=0.13381001021450464,9=0.1270003404834866,1=0.0929519918283963,11=0.07865168539325837,7=0.07660878447395296,12=0.0667347633639768,2=0.06060606060606056,3=0.06060606060606056,4=0.06060606060606056,5=0.06060606060606056,6=0.06060606060606056,8=0.06060606060606056,10=0.06060606060606056,
4=0.1758426966292137,11=0.1297752808988764,0=0.10702247191011234,9=0.09606741573033704,1=0.07443820224719096,7=0.05898876404494376,12=0.05646067415730331,3=0.05056179775280891,10=0.05056179775280891,6=0.05028089887640441,2=0.04999999999999991,5=0.04999999999999991,8=0.04999999999999991,
11=0.19850187265917574,2=0.06704119850187265,4=0.06704119850187265,1=0.06704119850187264,9=0.06704119850187264,0=0.06666666666666665,3=0.06666666666666665,5=0.06666666666666665,6=0.06666666666666665,7=0.06666666666666665,8=0.06666666666666665,10=0.06666666666666665,12=0.06666666666666665,
5=0.3882256554307116,8=0.11388108614232209,7=0.10323033707865166,6=0.098314606741573,12=0.058286516853932595,3=0.032303370786516857,10=0.03218632958801499,2=0.031367041198501894,9=0.03113295880149813,0=0.029260299625468174,1=0.027972846441947568,11=0.02797284644194756,4=0.025866104868913855,
10=0.54341164453524,2=0.09314351378958126,5=0.07443820224719101,3=0.0589249233912155,8=0.04647599591419813,6=0.04564606741573031,11=0.035240040858018386,7=0.027196118488253318,0=0.016790091930541397,9=0.016215526046986735,1=0.015704800817160382,12=0.013917262512768147,4=0.012895812053115432,
6=0.18966292134831453,3=0.1692134831460674,7=0.1417977528089887,0=0.06606741573033706,9=0.062022471910112335,1=0.05370786516853933,11=0.05146067415730339,8=0.05123595505617979,12=0.04808988764044946,10=0.042696629213483175,5=0.04202247191011239,4=0.04179775280898879,2=0.04022471910112362,
8=0.3524760715771949,7=0.08739076154806498,0=0.08073241781106948,9=0.0686641697877653,12=0.06096545984186427,1=0.06054931335830212,3=0.05181023720349564,11=0.04702455264253019,4=0.04036620890553478,10=0.0380774032459426,5=0.03766125676238039,2=0.03724511027881818,6=0.03703703703703708,
5=0.333253645708821,0=0.09777671527611759,9=0.07769543389911546,1=0.06837198183122163,11=0.05689696390150607,7=0.055462586660291656,2=0.04829070045421943,12=0.04781257470714794,10=0.043987568730576077,8=0.042792254362897374,3=0.04255319148936164,4=0.04255319148936164,6=0.04255319148936164,
8=0.17595505617977517,3=0.16584269662921353,7=0.0997752808988764,0=0.08516853932584263,12=0.08471910112359549,9=0.07258426966292132,1=0.061573033707865175,11=0.053033707865168554,5=0.04067415730337081,4=0.040449438202247216,6=0.04022471910112362,2=0.04000000000000003,10=0.04000000000000003,
12=0.18799671142778837,0=0.10550835845437108,9=0.08879144971224999,1=0.076733351603179,2=0.07508906549739659,5=0.0690600164428611,11=0.06851192107426697,10=0.06522334886270215,7=0.06193477665113734,8=0.052069060016442896,4=0.05015072622636342,6=0.04960263085776929,3=0.04932858317347222,
8=0.30319792566983556,12=0.14710458081244582,11=0.11426101987899726,7=0.07277441659464123,0=0.06603284356093338,9=0.051858254105445055,1=0.0461538461538461,3=0.03785652549697488,4=0.034572169403630025,6=0.03215211754537591,10=0.03197925669835776,5=0.031114952463267006,2=0.030942091616248855,
8=0.1325842696629214,12=0.12359550561797751,0=0.11123595505617974,9=0.09438202247191012,1=0.08005617977528086,11=0.06713483146067413,7=0.06516853932584267,3=0.06207865168539319,4=0.06151685393258426,5=0.0511235955056179,6=0.051123595505617896,2=0.04999999999999991,10=0.04999999999999991,
0=0.12969502407704642,12=0.12616372391653274,9=0.10529695024077033,1=0.08764044943820212,11=0.07768860353130005,7=0.07126805778491159,5=0.05810593900481529,3=0.05746388443017645,6=0.05746388443017645,8=0.05746388443017645,10=0.05746388443017645,2=0.05714285714285703,4=0.05714285714285703,
8=0.2755056179775283,12=0.11820224719101113,0=0.0831460674157303,7=0.0820224719101123,9=0.07393258426966288,1=0.06157303370786516,11=0.05168539325842697,6=0.045617977528089916,3=0.04404494382022475,4=0.042696629213483175,5=0.0413483146067416,10=0.04022471910112362,2=0.04000000000000003,
5=0.2900919305413685,7=0.12768130745658834,12=0.08151174668028591,0=0.07620020429009189,9=0.0653728294177732,2=0.06026557711950968,1=0.05556690500510722,11=0.04841675178753824,10=0.04616956077630227,6=0.037997957099080625,3=0.037180796731358455,4=0.03697650663942793,8=0.036567926455566835,
7=0.12450652900091104,12=0.11995141208624352,9=0.10993015487397512,0=0.10932280595201938,1=0.08533252353477071,11=0.066808381415123,6=0.057698147585788034,5=0.05496507743698755,8=0.054965077436987544,10=0.05435772851503187,2=0.05405405405405404,3=0.05405405405405404,4=0.05405405405405404,
11=0.12878133102852185,12=0.11437626044367599,7=0.11408815903197915,0=0.10774992797464696,9=0.0950734658599826,1=0.07461826562950148,6=0.05387496398732346,10=0.05329876116392963,5=0.052146355517141946,8=0.051858254105445034,3=0.051570152693748116,2=0.05128205128205119,4=0.05128205128205119,
5=0.24032459425717845,2=0.18742197253433202,6=0.11563670411985014,7=0.09847066167290881,10=0.053838951310861395,12=0.046192259675405696,0=0.0446317103620474,9=0.04463171036204739,1=0.03916978776529333,11=0.039169787765293326,4=0.03199126092384515,3=0.02996254681647935,8=0.028558052434456877,
2=0.5265817057537139,3=0.08528768569489484,4=0.05678304803559308,6=0.04863886584722115,11=0.04796018399819016,5=0.046074956639770785,10=0.03514063796093808,1=0.03355704697986578,8=0.03318000150818188,7=0.029862001357363686,12=0.019530955433225236,0=0.019455546338888467,9=0.01794736445215292,
3=0.19557075394886816,6=0.1358085002442599,12=0.13352874124735384,4=0.13108614232209737,8=0.07116104868913867,7=0.062367692558215324,0=0.04917765836183035,9=0.048200618791727774,1=0.04168702165771051,11=0.04103566194430877,10=0.03028822667318027,5=0.03012538674482983,2=0.029962546816479405,
6=0.20981924767953103,11=0.1807523204689791,7=0.09257449926722035,0=0.0664386907669761,9=0.0659501709819248,1=0.05862237420615536,12=0.05349291646311681,10=0.04738641914997564,3=0.04616511968734742,5=0.04567659990229611,8=0.045188080117244823,2=0.04396678065461658,4=0.04396678065461658,
3=0.23906863408690937,2=0.14742114525517802,5=0.13036415324218215,6=0.09245972654663602,4=0.08149451739542433,7=0.0553675375659943,10=0.04968187356166239,9=0.03925815622038716,0=0.03709218898064166,1=0.03235413564369838,12=0.0320833897387302,11=0.0319480167862461,8=0.03140652497630973,
6=0.2292134831460674,7=0.10505617977528091,0=0.08089887640449436,9=0.07499999999999997,1=0.07134831460674156,11=0.06966292134831457,12=0.06573033707865165,5=0.05196629213483139,10=0.05056179775280891,3=0.05028089887640441,8=0.05028089887640441,2=0.04999999999999991,4=0.04999999999999991,
5=0.19968460477035282,2=0.1547407845456337,6=0.13384585058151,7=0.08062290557855314,0=0.059333727577370404,9=0.05519416518825154,10=0.05420855509560421,1=0.04750640646560226,11=0.04750640646560225,12=0.04415533215060129,3=0.043563966095012875,8=0.04041001379854135,4=0.03922728168736454,
6=0.2061949590039477,9=0.09049498937139387,0=0.08654722137868201,7=0.07713331308836924,1=0.07288187063467964,11=0.07288187063467964,12=0.06680838141512302,5=0.054965077436987544,10=0.054965077436987544,3=0.054357728515031886,4=0.054357728515031886,8=0.054357728515031886,2=0.05405405405405404,
3=0.31623776730699527,6=0.12287060529177238,4=0.11036607466473368,11=0.0824574121058355,9=0.05001812250815513,0=0.048205871692642246,1=0.04566872055092422,7=0.04295034432765492,8=0.042044218919898485,12=0.039869517941283045,10=0.03425154041319316,2=0.032620514679231584,5=0.0324392895976803,
6=0.14880048587913747,9=0.11084117825690862,0=0.09839052535681747,1=0.09079866383237171,7=0.07682963862739146,11=0.07652596416641358,12=0.07166717279076831,3=0.05466140297600971,2=0.054357728515031886,4=0.054357728515031886,5=0.054357728515031865,10=0.054357728515031865,8=0.05405405405405404,
3=0.2089055347482314,6=0.13961714523512284,4=0.12817311693716182,9=0.0751144402829796,0=0.06949646275488972,1=0.057636287973366604,11=0.05534748231377445,8=0.05347482313774448,7=0.05222638368705786,12=0.04577611319184352,5=0.03849354972950482,10=0.03828547648772371,2=0.03745318352059929,
0=0.13823629553966638,9=0.11440245148110319,1=0.09465440926115079,11=0.083418454204971,7=0.07660878447395296,12=0.0684371807967313,2=0.06060606060606056,3=0.06060606060606056,4=0.06060606060606056,5=0.06060606060606056,6=0.06060606060606056,8=0.06060606060606056,10=0.06060606060606056,
1=0.16950240770465466,0=0.11974317817014432,9=0.10529695024077035,7=0.07223113964686988,11=0.07158908507223101,12=0.0609951845906901,4=0.05746388443017645,8=0.05746388443017645,2=0.05714285714285703,3=0.05714285714285703,5=0.05714285714285703,6=0.05714285714285703,10=0.05714285714285703,
3=0.21629213483146065,4=0.13483146067415736,9=0.12445980985306826,0=0.07692307692307683,1=0.060069144338807196,8=0.05747623163353492,12=0.05661192739844418,11=0.053802938634399236,6=0.05272255834053579,7=0.050129645635263564,2=0.03910976663785649,5=0.038893690579083796,10=0.03867761452031111,
3=0.20365168539325842,1=0.1639245585874799,4=0.12881219903691815,9=0.10573836276083466,0=0.06841894060995182,8=0.0517656500802568,11=0.045746388443017635,12=0.04253611556982342,7=0.04233547351524875,6=0.03832263242375599,5=0.036316211878009604,10=0.036316211878009604,2=0.036115569823434966,
4=0.2689209243163029,3=0.17288530845876618,5=0.1624973500106,6=0.10175959296162819,1=0.07176171295314822,8=0.05024379902480395,9=0.02925588297646811,0=0.02840788636845456,12=0.024803900784396888,11=0.024803900784396874,2=0.022471910112359564,7=0.02247191011235956,10=0.019715921136315456,
2=0.5186037944372811,10=0.1589611346472647,6=0.08242770307607289,5=0.05562718732731626,0=0.02459016393442622,9=0.024221771965371147,1=0.023577086019524775,7=0.02265610609688708,11=0.02044575428255664,12=0.01869589242954504,8=0.016853932584269673,3=0.016761834592005906,4=0.016577638607478372,
6=0.2604244694132333,7=0.11435705368289627,5=0.07665418227215971,0=0.06866416978776524,9=0.0666666666666666,1=0.064669163545568,11=0.05942571785268412,12=0.053183520599250876,4=0.051685393258426936,2=0.047690387016229664,10=0.046441947565543006,8=0.04519350811485636,3=0.04494382022471903,
4=0.2719452247191011,11=0.17099719101123595,7=0.10621488764044944,8=0.07285814606741572,0=0.05635533707865169,9=0.053546348314606744,3=0.047050561797752806,1=0.044768258426966294,5=0.04178370786516854,12=0.03651685393258427,6=0.033356741573033706,10=0.03247893258426966,2=0.032127808988764044,
7=0.14129213483146066,0=0.10983146067415721,9=0.09016853932584266,8=0.0884831460674157,5=0.08426966292134831,1=0.07808988764044941,4=0.06432584269662918,11=0.06264044943820223,3=0.06039325842696626,6=0.05814606741573031,12=0.05561797752808983,10=0.054213483146067346,2=0.05252808988764038,
0=0.13230337078651683,4=0.12303370786516853,9=0.11207865168539322,1=0.08651685393258424,11=0.07359550561797751,7=0.06938202247191008,5=0.06404494382022471,3=0.06264044943820223,12=0.061797752808988714,8=0.05730337078651681,6=0.053089887640449376,2=0.05224719101123588,10=0.05196629213483139,
4=0.23033707865168535,8=0.11284807034684904,0=0.10405471421592574,9=0.08109428431851491,3=0.0691255495847582,1=0.06888128969223258,11=0.05862237420615542,7=0.05349291646311683,12=0.04763067904250129,2=0.04347826086956529,5=0.04347826086956529,6=0.04347826086956529,10=0.04347826086956529,
0=0.1316211878009629,9=0.11075441412520051,8=0.09149277688603517,1=0.08410914927768848,11=0.08314606741573022,7=0.07191011235955044,3=0.06805778491171739,12=0.06516853932584259,4=0.06420545746388433,2=0.05746388443017645,5=0.05746388443017645,10=0.05746388443017645,6=0.05714285714285703,
0=0.13312904324140282,9=0.12053115423901949,1=0.09363295880149808,11=0.0823970037453183,7=0.07728975144705477,12=0.0684371807967313,4=0.060946544092611465,2=0.06060606060606056,3=0.06060606060606056,5=0.06060606060606056,6=0.06060606060606056,8=0.06060606060606056,10=0.06060606060606056,
0=0.1413006469186245,9=0.11031664964249234,1=0.09533537623425259,11=0.08443990466462371,7=0.07626830098740206,12=0.06775621382362951,8=0.060946544092611465,2=0.06060606060606056,3=0.06060606060606056,4=0.06060606060606056,5=0.06060606060606056,6=0.06060606060606056,10=0.06060606060606056,
4=0.2197253433208485,0=0.11560549313358291,9=0.10162297128589255,8=0.07390761548064911,1=0.07041198501872653,11=0.06916354556803989,7=0.058926342072409425,3=0.058426966292134806,12=0.05343320848938823,2=0.04469413233458171,5=0.04469413233458171,6=0.04469413233458171,10=0.04469413233458171,
0=0.13258426966292114,9=0.1104333868378811,1=0.10016051364365963,8=0.07865168539325831,11=0.07672552166934175,7=0.07126805778491162,12=0.06934189406099509,4=0.0667736757624397,3=0.06324237560192605,6=0.059069020866773576,5=0.05746388443017645,2=0.05714285714285703,10=0.05714285714285703,
0=0.1406196799455227,9=0.12223357167177394,1=0.08784473953013273,11=0.08273748723186919,7=0.07490636704119845,12=0.06707524685052771,5=0.060946544092611465,2=0.06060606060606056,3=0.06060606060606056,4=0.06060606060606056,6=0.06060606060606056,8=0.06060606060606056,10=0.06060606060606056,
4=0.23720349563046164,0=0.10586766541822713,8=0.08714107365792748,9=0.0853932584269662,1=0.07066167290886385,3=0.06392009987515603,11=0.06267166042446932,7=0.057178526841448175,12=0.051435705368289605,10=0.04494382022471904,5=0.04469413233458171,2=0.04444444444444438,6=0.04444444444444438,
11=0.14574638844301752,0=0.12423756019261623,9=0.1062600321027286,1=0.09181380417335465,7=0.0651685393258426,12=0.06356340288924547,10=0.058426966292134716,4=0.05778491171749587,8=0.05778491171749587,2=0.05746388443017645,3=0.05746388443017645,5=0.05714285714285703,6=0.05714285714285703,
0=0.1389172625127682,9=0.11440245148110319,1=0.09533537623425259,11=0.083418454204971,7=0.07218249914879123,12=0.07082056520258762,3=0.060946544092611465,4=0.060946544092611465,2=0.06060606060606056,5=0.06060606060606056,6=0.06060606060606056,8=0.06060606060606056,10=0.06060606060606056,
0=0.1419816138917263,9=0.11780728634661221,1=0.09533537623425259,11=0.07660878447395296,7=0.07524685052774935,12=0.0687776642832822,2=0.06060606060606056,3=0.06060606060606056,4=0.06060606060606056,5=0.06060606060606056,6=0.06060606060606056,8=0.06060606060606056,10=0.06060606060606056,
